2023-11-12 23:10:53.668 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-11-12 23:10:53.668 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 275 ms
2023-11-12 23:10:54.322 [restartedMain] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-11-12 23:10:54.335 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1a171d9d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@683561f6, org.springframework.security.web.context.SecurityContextHolderFilter@b29648c, org.springframework.security.web.header.HeaderWriterFilter@54d422a4, org.springframework.security.web.authentication.logout.LogoutFilter@36288f16, com.hp.blogserver.security.filter.JwtAuthenticationTokenFilter@554cad27, com.hp.blogserver.security.filter.LoginAuthenticationFilter@4461e1be, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5f9415a4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3d14b8e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@66b8e75a, org.springframework.security.web.access.ExceptionTranslationFilter@1379fc04, org.springframework.security.web.access.intercept.AuthorizationFilter@406a3ada]
2023-11-12 23:10:54.434 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-11-12 23:10:54.448 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-11-12 23:10:54.454 [restartedMain] INFO  com.hp.blogserver.BlogServerApplication - Started BlogServerApplication in 1.085 seconds (process running for 34.772)
2023-11-12 23:10:54.456 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2023-11-12 23:10:56.718 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2023-11-12 23:10:56.751 [restartedMain] INFO  com.hp.blogserver.BlogServerApplication - Starting BlogServerApplication using Java 17.0.9 with PID 12340 (C:\Users\20126\Desktop\blog\blog-server\target\classes started by 20126 in C:\Users\20126\Desktop\blog\blog-server)
