2023-11-12 23:10:56.752 [restartedMain] INFO  com.hp.blogserver.BlogServerApplication - The following 1 profile is active: "dev"
2023-11-12 23:10:56.790 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\20126\.m2\repository\xalan\xalan\2.7.2\xalan-2.7.2.jar referenced one or more files that do not exist: file:/C:/Users/20126/.m2/repository/xalan/xalan/2.7.2/xercesImpl.jar,file:/C:/Users/20126/.m2/repository/xalan/xalan/2.7.2/xml-apis.jar,file:/C:/Users/20126/.m2/repository/xalan/xalan/2.7.2/serializer.jar
2023-11-12 23:10:56.790 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\20126\.m2\repository\xalan\serializer\2.7.2\serializer-2.7.2.jar referenced one or more files that do not exist: file:/C:/Users/20126/.m2/repository/xalan/serializer/2.7.2/xml-apis.jar
2023-11-12 23:10:56.790 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-12 23:10:56.790 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-12 23:10:57.987 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-11-12 23:10:57.992 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-11-12 23:10:57.994 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-11-12 23:10:57.994 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.11]
2023-11-12 23:10:58.041 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-11-12 23:10:58.041 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1250 ms
2023-11-12 23:10:59.211 [restartedMain] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-11-12 23:10:59.241 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@18597c0c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3bfd288b, org.springframework.security.web.context.SecurityContextHolderFilter@760ffe1b, org.springframework.security.web.header.HeaderWriterFilter@6bbd08f7, org.springframework.security.web.authentication.logout.LogoutFilter@6dee9665, com.hp.blogserver.security.filter.JwtAuthenticationTokenFilter@10e28381, com.hp.blogserver.security.filter.LoginAuthenticationFilter@6aa75a9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1f03baf5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3ed70b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5540c06c, org.springframework.security.web.access.ExceptionTranslationFilter@459f6836, org.springframework.security.web.access.intercept.AuthorizationFilter@34b3f0ed]
2023-11-12 23:10:59.460 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-11-12 23:10:59.490 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-11-12 23:10:59.502 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-11-12 23:10:59.512 [restartedMain] INFO  com.hp.blogserver.BlogServerApplication - Started BlogServerApplication in 3.164 seconds (process running for 3.93)
2023-11-12 23:11:18.487 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2023-11-12 23:11:18.511 [restartedMain] INFO  com.hp.blogserver.BlogServerApplication - Starting BlogServerApplication using Java 17.0.9 with PID 25804 (C:\Users\20126\Desktop\blog\blog-server\target\classes started by 20126 in C:\Users\20126\Desktop\blog\blog-server)
2023-11-12 23:11:18.512 [restartedMain] INFO  com.hp.blogserver.BlogServerApplication - The following 1 profile is active: "dev"
2023-11-12 23:11:18.540 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\20126\.m2\repository\xalan\xalan\2.7.2\xalan-2.7.2.jar referenced one or more files that do not exist: file:/C:/Users/20126/.m2/repository/xalan/xalan/2.7.2/xercesImpl.jar,file:/C:/Users/20126/.m2/repository/xalan/xalan/2.7.2/xml-apis.jar,file:/C:/Users/20126/.m2/repository/xalan/xalan/2.7.2/serializer.jar
2023-11-12 23:11:18.540 [restartedMain] INFO  o.s.boot.devtools.restart.ChangeableUrls - The Class-Path manifest attribute in C:\Users\20126\.m2\repository\xalan\serializer\2.7.2\serializer-2.7.2.jar referenced one or more files that do not exist: file:/C:/Users/20126/.m2/repository/xalan/serializer/2.7.2/xml-apis.jar
2023-11-12 23:11:18.540 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-12 23:11:18.540 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-12 23:11:19.598 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-11-12 23:11:19.606 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-11-12 23:11:19.607 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-11-12 23:11:19.607 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.11]
2023-11-12 23:11:19.650 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-11-12 23:11:19.652 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1112 ms
2023-11-12 23:11:20.825 [restartedMain] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-11-12 23:11:20.857 [restartedMain] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1110b14b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@48e9dfdc, org.springframework.security.web.context.SecurityContextHolderFilter@6635354f, org.springframework.security.web.header.HeaderWriterFilter@3c0b0936, org.springframework.security.web.authentication.logout.LogoutFilter@449cb562, com.hp.blogserver.security.filter.JwtAuthenticationTokenFilter@2dc8a20b, com.hp.blogserver.security.filter.LoginAuthenticationFilter@6480094b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2e5c2d97, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7ff39c0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@708e7679, org.springframework.security.web.access.ExceptionTranslationFilter@6da4c8ac, org.springframework.security.web.access.intercept.AuthorizationFilter@7a43e0fa]
2023-11-12 23:11:21.122 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-11-12 23:11:21.157 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-11-12 23:11:21.170 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-11-12 23:11:21.180 [restartedMain] INFO  com.hp.blogserver.BlogServerApplication - Started BlogServerApplication in 3.021 seconds (process running for 3.525)
